Subdivision,Year,Month,Rainfall_mm
Haryana Delhi & Chandigarh,2004,10,54.100
Haryana Delhi & Chandigarh,2004,11,0.000
Haryana Delhi & Chandigarh,2004,12,1.200
Haryana Delhi & Chandigarh,2005,1,13.900
Haryana Delhi & Chandigarh,2005,2,35.700
Haryana Delhi & Chandigarh,2005,3,29.900
Haryana Delhi & Chandigarh,2005,4,2.700
Haryana Delhi & Chandigarh,2005,5,7.600
Haryana Delhi & Chandigarh,2005,6,53.900
Haryana Delhi & Chandigarh,2005,7,175.600
Haryana Delhi & Chandigarh,2005,8,52.600
Haryana Delhi & Chandigarh,2005,9,146.700
Haryana Delhi & Chandigarh,2005,10,0.000
Haryana Delhi & Chandigarh,2005,11,0.800
Haryana Delhi & Chandigarh,2005,12,0.000
Haryana Delhi & Chandigarh,2006,1,2.300
Haryana Delhi & Chandigarh,2006,2,0.100
Haryana Delhi & Chandigarh,2006,3,30.400
Haryana Delhi & Chandigarh,2006,4,0.600
Haryana Delhi & Chandigarh,2006,5,24.800
Haryana Delhi & Chandigarh,2006,6,45.400
Haryana Delhi & Chandigarh,2006,7,135.200
Haryana Delhi & Chandigarh,2006,8,32.100
Haryana Delhi & Chandigarh,2006,9,49.900
Haryana Delhi & Chandigarh,2006,10,3.800
Haryana Delhi & Chandigarh,2006,11,1.200
Haryana Delhi & Chandigarh,2006,12,5.200
Haryana Delhi & Chandigarh,2007,1,0.500
Haryana Delhi & Chandigarh,2007,2,76.000
Haryana Delhi & Chandigarh,2007,3,40.100
Haryana Delhi & Chandigarh,2007,4,2.000
Haryana Delhi & Chandigarh,2007,5,12.400
Haryana Delhi & Chandigarh,2007,6,88.700
Haryana Delhi & Chandigarh,2007,7,82.000
Haryana Delhi & Chandigarh,2007,8,87.900
Haryana Delhi & Chandigarh,2007,9,55.200
Haryana Delhi & Chandigarh,2007,10,0.100
Haryana Delhi & Chandigarh,2007,11,0.300
Haryana Delhi & Chandigarh,2007,12,1.400
Haryana Delhi & Chandigarh,2008,1,2.400
Haryana Delhi & Chandigarh,2008,2,0.400
Haryana Delhi & Chandigarh,2008,3,0.600
Haryana Delhi & Chandigarh,2008,4,13.400
Haryana Delhi & Chandigarh,2008,5,72.900
Haryana Delhi & Chandigarh,2008,6,193.500
Haryana Delhi & Chandigarh,2008,7,124.300
Haryana Delhi & Chandigarh,2008,8,174.200
Haryana Delhi & Chandigarh,2008,9,114.500
Haryana Delhi & Chandigarh,2008,10,8.400
Haryana Delhi & Chandigarh,2008,11,5.500
Haryana Delhi & Chandigarh,2008,12,0.200
Haryana Delhi & Chandigarh,2009,1,4.100
Haryana Delhi & Chandigarh,2009,2,5.900
Haryana Delhi & Chandigarh,2009,3,5.700
Haryana Delhi & Chandigarh,2009,4,11.700
Haryana Delhi & Chandigarh,2009,5,17.700
Haryana Delhi & Chandigarh,2009,6,15.200
Haryana Delhi & Chandigarh,2009,7,106.400
Haryana Delhi & Chandigarh,2009,8,63.800
Haryana Delhi & Chandigarh,2009,9,160.800
Haryana Delhi & Chandigarh,2009,10,2.500
Haryana Delhi & Chandigarh,2009,11,1.100
Haryana Delhi & Chandigarh,2009,12,0.400
Haryana Delhi & Chandigarh,2010,1,4.800
Haryana Delhi & Chandigarh,2010,2,10.200
Haryana Delhi & Chandigarh,2010,3,0.500
Haryana Delhi & Chandigarh,2010,4,0.800
Haryana Delhi & Chandigarh,2010,5,5.900
Haryana Delhi & Chandigarh,2010,6,29.100
Haryana Delhi & Chandigarh,2010,7,189.300
Haryana Delhi & Chandigarh,2010,8,198.500
Haryana Delhi & Chandigarh,2010,9,183.900
Haryana Delhi & Chandigarh,2010,10,1.100
Haryana Delhi & Chandigarh,2010,11,3.500
Haryana Delhi & Chandigarh,2010,12,12.800
Haryana Delhi & Chandigarh,2011,1,0.700
Haryana Delhi & Chandigarh,2011,2,26.700
Haryana Delhi & Chandigarh,2011,3,6.900
Haryana Delhi & Chandigarh,2011,4,8.900
Haryana Delhi & Chandigarh,2011,5,28.700
Haryana Delhi & Chandigarh,2011,6,94.400
Haryana Delhi & Chandigarh,2011,7,85.000
Haryana Delhi & Chandigarh,2011,8,127.300
Haryana Delhi & Chandigarh,2011,9,133.100
Haryana Delhi & Chandigarh,2011,10,0.000
Haryana Delhi & Chandigarh,2011,11,0.000
Haryana Delhi & Chandigarh,2011,12,0.400
Haryana Delhi & Chandigarh,2012,1,8.200
Haryana Delhi & Chandigarh,2012,2,0.200
Haryana Delhi & Chandigarh,2012,3,0.100
Haryana Delhi & Chandigarh,2012,4,11.800
Haryana Delhi & Chandigarh,2012,5,3.800
Haryana Delhi & Chandigarh,2012,6,5.300
Haryana Delhi & Chandigarh,2012,7,68.100
Haryana Delhi & Chandigarh,2012,8,196.600
Haryana Delhi & Chandigarh,2012,9,90.700
Haryana Delhi & Chandigarh,2012,10,2.400
Haryana Delhi & Chandigarh,2012,11,0.600
Haryana Delhi & Chandigarh,2012,12,3.500
Haryana Delhi & Chandigarh,2013,1,21.100
Haryana Delhi & Chandigarh,2013,2,52.200
Haryana Delhi & Chandigarh,2013,3,5.300
Haryana Delhi & Chandigarh,2013,4,3.300
Haryana Delhi & Chandigarh,2013,5,1.400
Haryana Delhi & Chandigarh,2013,6,62.100
Haryana Delhi & Chandigarh,2013,7,96.500
Haryana Delhi & Chandigarh,2013,8,161.900
Haryana Delhi & Chandigarh,2013,9,42.800
Haryana Delhi & Chandigarh,2013,10,10.900
Haryana Delhi & Chandigarh,2013,11,1.700
Haryana Delhi & Chandigarh,2013,12,2.100
Haryana Delhi & Chandigarh,2014,1,13.000
Haryana Delhi & Chandigarh,2014,2,17.300
Haryana Delhi & Chandigarh,2014,3,26.800
Haryana Delhi & Chandigarh,2014,4,7.500
Haryana Delhi & Chandigarh,2014,5,20.300
Haryana Delhi & Chandigarh,2014,6,25.900
Haryana Delhi & Chandigarh,2014,7,72.300
Haryana Delhi & Chandigarh,2014,8,34.800
Haryana Delhi & Chandigarh,2014,9,67.300
Haryana Delhi & Chandigarh,2014,10,10.500
Haryana Delhi & Chandigarh,2014,11,0.200
Haryana Delhi & Chandigarh,2014,12,9.600
Haryana Delhi & Chandigarh,2015,1,12.400
Haryana Delhi & Chandigarh,2015,2,6.600
Haryana Delhi & Chandigarh,2015,3,71.800
Haryana Delhi & Chandigarh,2015,4,34.800
Haryana Delhi & Chandigarh,2015,5,8.400
Haryana Delhi & Chandigarh,2015,6,43.700
Haryana Delhi & Chandigarh,2015,7,130.300
Haryana Delhi & Chandigarh,2015,8,89.200
Haryana Delhi & Chandigarh,2015,9,32.100
Haryana Delhi & Chandigarh,2015,10,3.700
Haryana Delhi & Chandigarh,2015,11,2.300
Haryana Delhi & Chandigarh,2015,12,0.200
Haryana Delhi & Chandigarh,2016,1,0.000
Haryana Delhi & Chandigarh,2016,2,1.100
Haryana Delhi & Chandigarh,2016,3,20.700
Haryana Delhi & Chandigarh,2016,4,0.600
Haryana Delhi & Chandigarh,2016,5,26.700
Haryana Delhi & Chandigarh,2016,6,35.800
Haryana Delhi & Chandigarh,2016,7,159.800
Haryana Delhi & Chandigarh,2016,8,133.000
Haryana Delhi & Chandigarh,2016,9,14.800
Haryana Delhi & Chandigarh,2016,10,5.200
Haryana Delhi & Chandigarh,2016,11,0.000
Haryana Delhi & Chandigarh,2016,12,1.000
Haryana Delhi & Chandigarh,2017,1,34.200
Haryana Delhi & Chandigarh,2017,2,0.300
Haryana Delhi & Chandigarh,2017,3,7.200
Haryana Delhi & Chandigarh,2017,4,4.300
Haryana Delhi & Chandigarh,2017,5,10.300
Haryana Delhi & Chandigarh,2017,6,121.200
Haryana Delhi & Chandigarh,2017,7,69.200
Haryana Delhi & Chandigarh,2017,8,76.500
Haryana Delhi & Chandigarh,2017,9,92.500
Haryana Delhi & Chandigarh,2017,10,0.000
Haryana Delhi & Chandigarh,2017,11,1.800
Haryana Delhi & Chandigarh,2017,12,4.200
Punjab,1901,1,55.700
Punjab,1901,2,50.100
Punjab,1901,3,25.200
Punjab,1901,4,2.100
Punjab,1901,5,25.200
Punjab,1901,6,10.400
Punjab,1901,7,178.200
Punjab,1901,8,145.000
Punjab,1901,9,24.400
Punjab,1901,10,3.700
Punjab,1901,11,0.000
Punjab,1901,12,3.300
Punjab,1902,1,0.000
Punjab,1902,2,0.800
Punjab,1902,3,9.900
Punjab,1902,4,10.900
Punjab,1902,5,29.600
Punjab,1902,6,49.900
Punjab,1902,7,125.600
Punjab,1902,8,94.900
Punjab,1902,9,67.200
Punjab,1902,10,9.000
Punjab,1902,11,0.000
Punjab,1902,12,0.100
Punjab,1903,1,29.500
Punjab,1903,2,0.500
Punjab,1903,3,45.000
Punjab,1903,4,1.300
Punjab,1903,5,9.200
Punjab,1903,6,5.200
Punjab,1903,7,212.200
Punjab,1903,8,119.100
Punjab,1903,9,132.500
Punjab,1903,10,6.900
Punjab,1903,11,0.000
Punjab,1903,12,9.500
Punjab,1904,1,24.200
Punjab,1904,2,1.700
Punjab,1904,3,87.800
Punjab,1904,4,1.200
Punjab,1904,5,13.800
Punjab,1904,6,22.000
Punjab,1904,7,59.900
Punjab,1904,8,124.000
Punjab,1904,9,73.800
Punjab,1904,10,7.400
Punjab,1904,11,9.800
Punjab,1904,12,25.900
Punjab,1905,1,53.000
Punjab,1905,2,40.300
Punjab,1905,3,24.300
Punjab,1905,4,0.500
Punjab,1905,5,2.200
Punjab,1905,6,19.200
Punjab,1905,7,122.600
Punjab,1905,8,50.300
Punjab,1905,9,111.100
Punjab,1905,10,1.200
Punjab,1905,11,0.000
Punjab,1905,12,9.400
Punjab,1906,1,5.300
Punjab,1906,2,83.100
Punjab,1906,3,50.500
Punjab,1906,4,1.500
Punjab,1906,5,4.700
Punjab,1906,6,38.300
Punjab,1906,7,99.400
Punjab,1906,8,190.500
Punjab,1906,9,181.500
Punjab,1906,10,0.500
Punjab,1906,11,0.000
Punjab,1906,12,22.200
Punjab,1907,1,27.300
Punjab,1907,2,95.400
Punjab,1907,3,53.100
Punjab,1907,4,50.700
Punjab,1907,5,3.300
Punjab,1907,6,20.200
Punjab,1907,7,82.800
Punjab,1907,8,249.000
Punjab,1907,9,6.800
Punjab,1907,10,0.400
Punjab,1907,11,0.000
Punjab,1907,12,0.000
Punjab,1908,1,46.900
Punjab,1908,2,11.800
Punjab,1908,3,0.300
Punjab,1908,4,31.300
Punjab,1908,5,12.100
Punjab,1908,6,13.000
Punjab,1908,7,183.800
Punjab,1908,8,399.100
Punjab,1908,9,37.300
Punjab,1908,10,1.200
Punjab,1908,11,1.700
Punjab,1908,12,2.000
Punjab,1909,1,34.000
Punjab,1909,2,21.000
Punjab,1909,3,0.200
Punjab,1909,4,48.600
Punjab,1909,5,1.800
Punjab,1909,6,81.300
Punjab,1909,7,240.900
Punjab,1909,8,178.700
Punjab,1909,9,197.200
Punjab,1909,10,1.500
Punjab,1909,11,0.000
Punjab,1909,12,40.500
Punjab,1910,1,27.100
Punjab,1910,2,5.600
Punjab,1910,3,1.100
Punjab,1910,4,2.700
Punjab,1910,5,1.400
Punjab,1910,6,111.400
Punjab,1910,7,143.900
Punjab,1910,8,217.900
Punjab,1910,9,79.500
Punjab,1910,10,21.000
Punjab,1910,11,0.000
Punjab,1910,12,4.800
Punjab,1911,1,112.100
Punjab,1911,2,7.300
Punjab,1911,3,108.500
Punjab,1911,4,3.700
Punjab,1911,5,1.000
Punjab,1911,6,64.900
Punjab,1911,7,26.400
Punjab,1911,8,103.500
Punjab,1911,9,34.000
Punjab,1911,10,11.700
Punjab,1911,11,32.600
Punjab,1911,12,0.100
Punjab,1912,1,53.300
Punjab,1912,2,5.200
Punjab,1912,3,8.500
Punjab,1912,4,19.900
Punjab,1912,5,10.000
Punjab,1912,6,10.600
Punjab,1912,7,173.300
Punjab,1912,8,197.400
Punjab,1912,9,37.500
Punjab,1912,10,0.000
Punjab,1912,11,18.500
Punjab,1912,12,2.200
Punjab,1913,1,0.900
Punjab,1913,2,58.700
Punjab,1913,3,47.500
Punjab,1913,4,0.600
Punjab,1913,5,52.800
Punjab,1913,6,86.900
Punjab,1913,7,111.500
Punjab,1913,8,159.000
Punjab,1913,9,22.600
Punjab,1913,10,2.200
Punjab,1913,11,2.600
Punjab,1913,12,15.800
Punjab,1914,1,19.800
Punjab,1914,2,26.900
Punjab,1914,3,15.800
Punjab,1914,4,44.600
Punjab,1914,5,17.300
Punjab,1914,6,58.900
Punjab,1914,7,290.900
Punjab,1914,8,75.600
Punjab,1914,9,193.100
Punjab,1914,10,34.700
Punjab,1914,11,8.100
Punjab,1914,12,8.700
Punjab,1915,1,28.700
Punjab,1915,2,59.800
Punjab,1915,3,48.300
Punjab,1915,4,9.300
Punjab,1915,5,4.300
Punjab,1915,6,22.500
Punjab,1915,7,54.100
Punjab,1915,8,67.400
Punjab,1915,9,105.500
Punjab,1915,10,19.300
Punjab,1915,11,0.000
Punjab,1915,12,2.400
Punjab,1916,1,2.800
Punjab,1916,2,20.900
Punjab,1916,3,2.800
Punjab,1916,4,4.400
Punjab,1916,5,8.200
Punjab,1916,6,33.900
Punjab,1916,7,238.300
Punjab,1916,8,184.100
Punjab,1916,9,71.300
Punjab,1916,10,21.100
Punjab,1916,11,0.000
Punjab,1916,12,0.600
Punjab,1917,1,6.500
Punjab,1917,2,3.100
Punjab,1917,3,12.500
Punjab,1917,4,71.900
Punjab,1917,5,31.300
Punjab,1917,6,82.600
Punjab,1917,7,172.400
Punjab,1917,8,211.400
Punjab,1917,9,369.100
Punjab,1917,10,156.500
Punjab,1917,11,0.000
Punjab,1917,12,9.400
Punjab,1918,1,3.100
Punjab,1918,2,1.200
Punjab,1918,3,61.400
Punjab,1918,4,38.500
Punjab,1918,5,0.600
Punjab,1918,6,31.900
Punjab,1918,7,38.700
Punjab,1918,8,140.500
Punjab,1918,9,15.500
Punjab,1918,10,0.200
Punjab,1918,11,3.500
Punjab,1918,12,4.500
Punjab,1919,1,81.400
Punjab,1919,2,12.300
Punjab,1919,3,11.100
Punjab,1919,4,4.900
Punjab,1919,5,11.900
Punjab,1919,6,6.400
Punjab,1919,7,202.000
Punjab,1919,8,137.000
Punjab,1919,9,46.200
Punjab,1919,10,0.400
Punjab,1919,11,3.300
Punjab,1919,12,32.900
Punjab,1920,1,25.700
Punjab,1920,2,18.300
Punjab,1920,3,21.300
Punjab,1920,4,0.600
Punjab,1920,5,20.000
Punjab,1920,6,42.700
Punjab,1920,7,148.000
Punjab,1920,8,81.300
Punjab,1920,9,23.300
Punjab,1920,10,0.400
Punjab,1920,11,0.000
Punjab,1920,12,1.500
Punjab,1921,1,19.300
Punjab,1921,2,3.900
Punjab,1921,3,0.700
Punjab,1921,4,0.700
Punjab,1921,5,1.000
Punjab,1921,6,19.900
Punjab,1921,7,116.800
Punjab,1921,8,113.900
Punjab,1921,9,46.600
Punjab,1921,10,27.000
Punjab,1921,11,0.000
Punjab,1921,12,20.500
Punjab,1922,1,23.800
Punjab,1922,2,14.000
Punjab,1922,3,3.100
Punjab,1922,4,3.000
Punjab,1922,5,1.700
Punjab,1922,6,65.100
Punjab,1922,7,132.800
Punjab,1922,8,85.600
Punjab,1922,9,148.500
Punjab,1922,10,2.500
Punjab,1922,11,0.000
Punjab,1922,12,33.500
Punjab,1923,1,36.400
Punjab,1923,2,63.000
Punjab,1923,3,7.300
Punjab,1923,4,4.900
Punjab,1923,5,38.000
Punjab,1923,6,21.800
Punjab,1923,7,222.200
Punjab,1923,8,279.100
Punjab,1923,9,12.800
Punjab,1923,10,5.700
Punjab,1923,11,2.500
Punjab,1923,12,44.100
Punjab,1924,1,39.100
Punjab,1924,2,42.300
Punjab,1924,3,2.600
Punjab,1924,4,1.100
Punjab,1924,5,17.700
Punjab,1924,6,2.300
Punjab,1924,7,185.800
Punjab,1924,8,109.000
Punjab,1924,9,155.000
Punjab,1924,10,0.500
Punjab,1924,11,1.100
Punjab,1924,12,34.400
Punjab,1925,1,18.100
Punjab,1925,2,2.100
Punjab,1925,3,1.100
Punjab,1925,4,7.700
Punjab,1925,5,21.100
Punjab,1925,6,104.700
Punjab,1925,7,284.400
Punjab,1925,8,158.800
Punjab,1925,9,14.400
Punjab,1925,10,7.500
Punjab,1925,11,9.800
Punjab,1925,12,0.000
Punjab,1926,1,14.100
Punjab,1926,2,7.500
Punjab,1926,3,50.200
Punjab,1926,4,16.200
Punjab,1926,5,34.900
Punjab,1926,6,7.200
Punjab,1926,7,189.000
Punjab,1926,8,228.400
Punjab,1926,9,54.100
Punjab,1926,10,0.100
Punjab,1926,11,1.300
Punjab,1926,12,4.400
Punjab,1927,1,0.700
Punjab,1927,2,39.800
Punjab,1927,3,15.700
Punjab,1927,4,6.600
Punjab,1927,5,18.100
Punjab,1927,6,18.600
Punjab,1927,7,226.100
Punjab,1927,8,95.200
Punjab,1927,9,24.800
Punjab,1927,10,5.500
Punjab,1927,11,2.300
Punjab,1927,12,27.700
Punjab,1928,1,25.600
Punjab,1928,2,21.300
Punjab,1928,3,6.300
Punjab,1928,4,10.200
Punjab,1928,5,2.800
Punjab,1928,6,34.900
Punjab,1928,7,92.300
Punjab,1928,8,120.200
Punjab,1928,9,58.800
Punjab,1928,10,1.000
Punjab,1928,11,27.000
Punjab,1928,12,36.900
Punjab,1929,1,8.900
Punjab,1929,2,1.100
Punjab,1929,3,0.000
Punjab,1929,4,11.500
Punjab,1929,5,1.700
Punjab,1929,6,45.600
Punjab,1929,7,163.300
Punjab,1929,8,111.600
Punjab,1929,9,8.500
Punjab,1929,10,10.200
Punjab,1929,11,0.000
Punjab,1929,12,60.600
Punjab,1930,1,25.600
Punjab,1930,2,27.000
Punjab,1930,3,6.700
Punjab,1930,4,13.300
Punjab,1930,5,7.100
Punjab,1930,6,55.000
Punjab,1930,7,258.400
Punjab,1930,8,57.400
Punjab,1930,9,91.700
Punjab,1930,10,1.100
Punjab,1930,11,0.200
Punjab,1930,12,13.900
Punjab,1931,1,12.600
Punjab,1931,2,27.100
Punjab,1931,3,21.100
Punjab,1931,4,2.000
Punjab,1931,5,19.400
Punjab,1931,6,9.500
Punjab,1931,7,183.800
Punjab,1931,8,222.100
Punjab,1931,9,68.800
Punjab,1931,10,21.800
Punjab,1931,11,0.000
Punjab,1931,12,0.500
Punjab,1932,1,19.000
Punjab,1932,2,13.200
Punjab,1932,3,28.800
Punjab,1932,4,7.300
Punjab,1932,5,11.600
Punjab,1932,6,19.900
Punjab,1932,7,190.700
Punjab,1932,8,136.100
Punjab,1932,9,32.000
Punjab,1932,10,1.500
Punjab,1932,11,0.300
Punjab,1932,12,29.900
Punjab,1933,1,6.200
Punjab,1933,2,26.400
Punjab,1933,3,35.700
Punjab,1933,4,7.200
Punjab,1933,5,25.700
Punjab,1933,6,37.100
Punjab,1933,7,180.000
Punjab,1933,8,327.300
Punjab,1933,9,202.700
Punjab,1933,10,8.400
Punjab,1933,11,2.900
Punjab,1933,12,0.900
Punjab,1934,1,18.300
Punjab,1934,2,1.700
Punjab,1934,3,37.500
Punjab,1934,4,2.400
Punjab,1934,5,6.000
Punjab,1934,6,51.000
Punjab,1934,7,150.900
Punjab,1934,8,136.600
Punjab,1934,9,14.900
Punjab,1934,10,0.000
Punjab,1934,11,0.000
Punjab,1934,12,9.900
Punjab,1935,1,73.700
Punjab,1935,2,40.900
Punjab,1935,3,12.800
Punjab,1935,4,44.200
Punjab,1935,5,2.100
Punjab,1935,6,8.200
Punjab,1935,7,203.900
Punjab,1935,8,144.600
Punjab,1935,9,45.100
Punjab,1935,10,2.700
Punjab,1935,11,11.600
Punjab,1935,12,8.200
Punjab,1936,1,1.300
Punjab,1936,2,58.800
Punjab,1936,3,17.300
Punjab,1936,4,10.900
Punjab,1936,5,5.400
Punjab,1936,6,105.000
Punjab,1936,7,170.200
Punjab,1936,8,165.500
Punjab,1936,9,57.700
Punjab,1936,10,6.200
Punjab,1936,11,0.200
Punjab,1936,12,27.900
Punjab,1937,1,5.800
Punjab,1937,2,96.000
Punjab,1937,3,10.200
Punjab,1937,4,41.800
Punjab,1937,5,8.800
Punjab,1937,6,55.400
Punjab,1937,7,218.600
Punjab,1937,8,30.500
Punjab,1937,9,70.200
Punjab,1937,10,7.300
Punjab,1937,11,0.300
Punjab,1937,12,26.200
Punjab,1938,1,77.500
Punjab,1938,2,22.200
Punjab,1938,3,1.800
Punjab,1938,4,9.100
Punjab,1938,5,3.400
Punjab,1938,6,112.800
Punjab,1938,7,102.300
Punjab,1938,8,85.400
Punjab,1938,9,5.800
Punjab,1938,10,9.900
Punjab,1938,11,0.000
Punjab,1938,12,0.600
Punjab,1939,1,6.200
Punjab,1939,2,61.000
Punjab,1939,3,58.100
Punjab,1939,4,8.300
Punjab,1939,5,0.800
Punjab,1939,6,49.800
Punjab,1939,7,100.500
Punjab,1939,8,78.600
Punjab,1939,9,37.900
Punjab,1939,10,2.600
Punjab,1939,11,0.000
Punjab,1939,12,0.000
Punjab,1940,1,36.800
Punjab,1940,2,45.100
Punjab,1940,3,13.700
Punjab,1940,4,2.900
Punjab,1940,5,6.500
Punjab,1940,6,60.300
Punjab,1940,7,159.300
Punjab,1940,8,179.600
Punjab,1940,9,27.400
Punjab,1940,10,0.100
Punjab,1940,11,0.100
Punjab,1940,12,0.500
Punjab,1941,1,55.300
Punjab,1941,2,8.500
Punjab,1941,3,12.400
Punjab,1941,4,1.000
Punjab,1941,5,15.200
Punjab,1941,6,89.500
Punjab,1941,7,111.400
Punjab,1941,8,152.100
Punjab,1941,9,41.000
Punjab,1941,10,9.800
Punjab,1941,11,0.000
Punjab,1941,12,10.200
Punjab,1942,1,27.200
Punjab,1942,2,57.200
Punjab,1942,3,15.400
Punjab,1942,4,19.600
Punjab,1942,5,13.400
Punjab,1942,6,52.400
Punjab,1942,7,253.300
Punjab,1942,8,256.400
Punjab,1942,9,131.700
Punjab,1942,10,5.100
Punjab,1942,11,0.000
Punjab,1942,12,39.800
Punjab,1943,1,55.600
Punjab,1943,2,1.900
Punjab,1943,3,7.900
Punjab,1943,4,7.800
Punjab,1943,5,9.800
Punjab,1943,6,29.200
Punjab,1943,7,130.400
Punjab,1943,8,132.600
Punjab,1943,9,46.600
Punjab,1943,10,0.400
Punjab,1943,11,0.000
Punjab,1943,12,0.200
Punjab,1944,1,32.300
Punjab,1944,2,54.600
Punjab,1944,3,49.500
Punjab,1944,4,46.500
Punjab,1944,5,0.600
Punjab,1944,6,21.800
Punjab,1944,7,183.800
Punjab,1944,8,145.800
Punjab,1944,9,67.200
Punjab,1944,10,14.600
Punjab,1944,11,1.600
Punjab,1944,12,8.400
Punjab,1945,1,71.400
Punjab,1945,2,0.000
Punjab,1945,3,14.500
Punjab,1945,4,15.900
Punjab,1945,5,3.200
Punjab,1945,6,38.300
Punjab,1945,7,156.900
Punjab,1945,8,138.600
Punjab,1945,9,359.800
Punjab,1945,10,6.000
Punjab,1945,11,0.500
Punjab,1945,12,0.200
Punjab,1946,1,2.600
Punjab,1946,2,16.100
Punjab,1946,3,7.000
Punjab,1946,4,4.200
Punjab,1946,5,19.300
Punjab,1946,6,63.100
Punjab,1946,7,129.500
Punjab,1946,8,150.500
Punjab,1946,9,7.400
Punjab,1946,10,32.000
Punjab,1946,11,7.600
Punjab,1946,12,38.700
Punjab,1947,1,23.200
Punjab,1947,2,14.500
Punjab,1947,3,9.400
Punjab,1947,4,0.000
Punjab,1947,5,5.400
Punjab,1947,6,3.500
Punjab,1947,7,57.400
Punjab,1947,8,177.400
Punjab,1947,9,270.800
Punjab,1947,10,3.000
Punjab,1947,11,0.000
Punjab,1947,12,36.300
Punjab,1948,1,19.900
Punjab,1948,2,53.100
Punjab,1948,3,66.500
Punjab,1948,4,6.700
Punjab,1948,5,2.200
Punjab,1948,6,11.200
Punjab,1948,7,195.700
Punjab,1948,8,209.600
Punjab,1948,9,38.300
Punjab,1948,10,0.600
Punjab,1948,11,0.300
Punjab,1948,12,16.200
Punjab,1949,1,9.300
Punjab,1949,2,58.400
Punjab,1949,3,4.800
Punjab,1949,4,5.200
Punjab,1949,5,9.800
Punjab,1949,6,26.900
Punjab,1949,7,320.000
Punjab,1949,8,93.700
Punjab,1949,9,51.000
Punjab,1949,10,1.400
Punjab,1949,11,0.000
Punjab,1949,12,4.500
Punjab,1950,1,53.100
Punjab,1950,2,25.400
Punjab,1950,3,50.100
Punjab,1950,4,2.400
Punjab,1950,5,8.100
Punjab,1950,6,14.100
Punjab,1950,7,209.200
Punjab,1950,8,232.300
Punjab,1950,9,396.800
Punjab,1950,10,0.400
Punjab,1950,11,0.000
Punjab,1950,12,0.100
Punjab,1951,1,23.900
Punjab,1951,2,4.300
Punjab,1951,3,53.500
Punjab,1951,4,10.400
Punjab,1951,5,21.500
Punjab,1951,6,5.100
Punjab,1951,7,207.800
Punjab,1951,8,122.200
Punjab,1951,9,12.500
Punjab,1951,10,1.900
Punjab,1951,11,34.500
Punjab,1951,12,1.900
Punjab,1952,1,19.700
Punjab,1952,2,20.400
Punjab,1952,3,34.000
Punjab,1952,4,0.700
Punjab,1952,5,6.400
Punjab,1952,6,59.800
Punjab,1952,7,137.000
Punjab,1952,8,282.300
Punjab,1952,9,1.700
Punjab,1952,10,0.100
Punjab,1952,11,0.100
Punjab,1952,12,3.800
Punjab,1953,1,47.100
Punjab,1953,2,1.500
Punjab,1953,3,0.000
Punjab,1953,4,8.200
Punjab,1953,5,2.200
Punjab,1953,6,54.300
Punjab,1953,7,262.700
Punjab,1953,8,153.300
Punjab,1953,9,72.100
Punjab,1953,10,0.500
Punjab,1953,11,0.400
Punjab,1953,12,9.300
Punjab,1954,1,30.800
Punjab,1954,2,92.200
Punjab,1954,3,9.500
Punjab,1954,4,0.100
Punjab,1954,5,2.400
Punjab,1954,6,27.600
Punjab,1954,7,181.800
Punjab,1954,8,45.700
Punjab,1954,9,226.500
Punjab,1954,10,16.600
Punjab,1954,11,0.000
Punjab,1954,12,0.000
Punjab,1955,1,33.000
Punjab,1955,2,3.600
Punjab,1955,3,24.900
Punjab,1955,4,20.500
Punjab,1955,5,18.600
Punjab,1955,6,38.000
Punjab,1955,7,148.700
Punjab,1955,8,169.700
Punjab,1955,9,144.200
Punjab,1955,10,370.300
Punjab,1955,11,0.000
Punjab,1955,12,2.600
Punjab,1956,1,21.600
Punjab,1956,2,6.800
Punjab,1956,3,45.300
Punjab,1956,4,5.100
Punjab,1956,5,0.700
Punjab,1956,6,53.500
Punjab,1956,7,236.500
Punjab,1956,8,208.700
Punjab,1956,9,26.700
Punjab,1956,10,140.100
Punjab,1956,11,0.200
Punjab,1956,12,5.300
Punjab,1957,1,105.000
Punjab,1957,2,4.000
Punjab,1957,3,26.600
Punjab,1957,4,10.600
Punjab,1957,5,10.800
Punjab,1957,6,19.500
Punjab,1957,7,197.500
Punjab,1957,8,167.400
Punjab,1957,9,106.100
Punjab,1957,10,17.200
Punjab,1957,11,10.300
Punjab,1957,12,35.500
Punjab,1958,1,9.500
Punjab,1958,2,3.500
Punjab,1958,3,6.900
Punjab,1958,4,4.400
Punjab,1958,5,0.400
Punjab,1958,6,28.000
Punjab,1958,7,186.200
Punjab,1958,8,128.400
Punjab,1958,9,372.300
Punjab,1958,10,43.400
Punjab,1958,11,0.000
Punjab,1958,12,45.000
Punjab,1959,1,43.300
Punjab,1959,2,21.400
Punjab,1959,3,10.000
Punjab,1959,4,4.800
Punjab,1959,5,20.300
Punjab,1959,6,21.500
Punjab,1959,7,188.000
Punjab,1959,8,210.100
Punjab,1959,9,133.900
Punjab,1959,10,24.000
Punjab,1959,11,21.900
Punjab,1959,12,0.500
Punjab,1960,1,14.200
Punjab,1960,2,0.100
Punjab,1960,3,33.300
Punjab,1960,4,4.700
Punjab,1960,5,4.000
Punjab,1960,6,44.100
